id,language,currentEducation,experienceYears,interest_list,skill_list,learningResource_list,tools_list
3dace15a-91a2-4d22-9fb5-9da9ad4eb5b1,Italian,,5,"['Reinforcement Learning', 'AI Ethics', 'Computer Vision', 'Robotics', 'Autonomous Vehicles', 'AI in Finance', 'Generative AI', 'Cognitive Computing', 'Machine Learning', '', 'AI for Games', 'Expert Systems']","['MIT OpenCourseWare', 'Udemy', 'GitHub', 'YouTube', 'Harvard Online', 'Google AI', 'Coursera', 'Kaggle', 'edX', '', 'Stanford Online']","['Google AI', 'Kaggle']","['Amazon SageMaker', 'RapidMiner', 'Hugging Face Transformers']"
3e4b284c-39f4-48ec-8332-d64129fb8cf9,Spanish,,5,"['AI for Games', 'Generative AI', 'AI in Healthcare', 'AI in Education', 'Speech Recognition', 'Machine Learning', 'Deep Learning', 'Neural Networks', 'AI Planning and Optimization', 'Reinforcement Learning', 'Computer Vision', 'Recommender Systems', 'AI in Finance', 'Cognitive Computing', 'Expert Systems', 'Autonomous Vehicles', 'Natural Language Processing']","['Google AI', 'Harvard Online', 'Kaggle', 'YouTube', 'edX', 'Coursera', 'GitHub', 'Stanford Online', '', 'MIT OpenCourseWare', 'Udemy']","['Udemy', 'Google AI', 'GitHub', 'edX']","['BigML', 'IBM Watson', 'Weka', 'PyTorch', 'DataRobot', 'TensorFlow', '', 'Amazon SageMaker', 'Scikit-learn', 'Keras']"
40408701-9e03-46c5-8851-2786515f1af5,English,High School,0,"['Cognitive Computing', 'AI Ethics', 'Robotics', 'Machine Learning', 'AI in Finance', 'AI in Education', 'AI Planning and Optimization', 'AI for Games', 'Autonomous Vehicles', 'Recommender Systems', 'Natural Language Processing', 'AI in Healthcare', 'Neural Networks', 'Generative AI', 'Computer Vision']",[''],"['Stanford Online', 'Google AI', '', 'YouTube', 'edX', 'Kaggle', 'Udemy']","['Amazon SageMaker', 'Google Cloud AI', 'Hugging Face Transformers', 'Scikit-learn', 'TensorFlow', 'Keras', 'BigML']"
424301a9-19d0-42c9-9877-2e9208a41f6e,,High School,0,"['Speech Recognition', 'Autonomous Vehicles', 'AI in Healthcare', 'Reinforcement Learning', 'AI in Finance', 'Recommender Systems', 'Generative AI', 'AI for Games', 'Expert Systems', 'AI Ethics', 'Deep Learning']",[''],"['DeepLearning.ai', 'YouTube', 'Stanford Online', 'Google AI', 'edX', 'Kaggle', 'MIT OpenCourseWare', 'GitHub', 'Coursera']","['Scikit-learn', 'Weka', 'Keras', 'Microsoft Azure AI']"
441b183f-0e4b-4d70-98c6-fe4f33934e60,Afrikaans,High School,2,"['Machine Learning', 'Computer Vision', 'Deep Learning']","['AI in Healthcare', 'Cognitive Computing', 'AI Ethics', 'AI for Games']","['Coursera', 'YouTube', 'Google AI']","['Hugging Face Transformers', 'OpenAI GPT', 'PyTorch']"
4687e740-7f26-4760-a0c9-6b84a5a1bb0a,Italian,University,2,"['Cognitive Computing', 'Robotics', 'AI Planning and Optimization', 'AI Ethics', 'AI in Finance', 'Natural Language Processing', 'Deep Learning', 'Generative AI', 'Expert Systems', 'Computer Vision', 'Speech Recognition', 'AI in Healthcare', 'Machine Learning', 'Recommender Systems', 'Reinforcement Learning', 'AI for Games', '', 'Neural Networks']","['Google AI', 'Udemy', 'Stanford Online', '', 'Kaggle', 'Coursera']","['MIT OpenCourseWare', 'DeepLearning.ai']","['PyTorch', 'Google Cloud AI', 'BigML', 'Scikit-learn', 'TensorFlow', '', 'RapidMiner', 'Microsoft Azure AI']"
47cbe83a-330b-42e1-8a76-cb8afb07a04e,Polish,Middle School,1,"['Expert Systems', 'AI in Finance', 'AI Ethics', '', 'Autonomous Vehicles', 'AI for Games']","['MIT OpenCourseWare', 'Coursera', 'GitHub']","['MIT OpenCourseWare', 'Coursera', '', 'Stanford Online', 'YouTube', 'Harvard Online', 'Udemy', 'GitHub', 'edX', 'Kaggle']","['DataRobot', '', 'Weka', 'Hugging Face Transformers']"
47d57a84-fdbe-4235-92a6-a92b09ea1acc,Mandarin,University,2,"['Reinforcement Learning', 'AI in Finance', 'AI Ethics', 'Machine Learning', 'Deep Learning', 'Natural Language Processing', 'Expert Systems', 'Computer Vision', 'AI for Games', 'Cognitive Computing', 'Speech Recognition', 'AI in Education']","['Udemy', 'edX', '', 'Google AI', 'MIT OpenCourseWare', 'Coursera']","['', 'MIT OpenCourseWare', 'edX', 'Coursera', 'Google AI']",['Hugging Face Transformers']
47dd016d-5619-4248-9ee7-2b5d6257a56e,Spanish,High School,0,"['AI in Education', '', 'Robotics', 'AI Planning and Optimization', 'Expert Systems', 'AI in Healthcare', 'AI in Finance', 'Cognitive Computing', 'Reinforcement Learning']",[''],"['GitHub', 'Udemy', 'Harvard Online', '', 'Coursera', 'Google AI', 'Kaggle', 'Stanford Online']","['Scikit-learn', 'TensorFlow', 'OpenCV']"
489b5164-60de-4188-bec2-3ba8ad36eee7,French,Elementary,1,"['AI Ethics', 'Computer Vision', 'Machine Learning', 'AI in Education', 'Generative AI', 'Cognitive Computing', 'Autonomous Vehicles', 'AI in Healthcare', 'Robotics', 'Deep Learning', 'AI Planning and Optimization', 'Neural Networks', 'Reinforcement Learning', '', 'Natural Language Processing', 'Recommender Systems', 'Speech Recognition', 'AI in Finance']","['Kaggle', 'YouTube']","['Stanford Online', '', 'Harvard Online', 'Udemy', 'DeepLearning.ai', 'GitHub', 'MIT OpenCourseWare', 'Coursera', 'edX']","['Weka', 'RapidMiner', 'DataRobot', 'IBM Watson', 'Keras', 'Amazon SageMaker', 'OpenAI GPT', 'Hugging Face Transformers', 'Scikit-learn', 'OpenCV', 'Microsoft Azure AI', 'Google Cloud AI', 'TensorFlow']"
48c4690a-89d5-465a-a2d1-10495988f024,Swedish,Master Degree,4,"['Generative AI', 'Machine Learning', 'Expert Systems', 'Robotics', 'AI Ethics', 'Autonomous Vehicles', 'Computer Vision', 'Recommender Systems', 'Reinforcement Learning', 'Natural Language Processing', 'Neural Networks', 'Cognitive Computing', 'AI for Games', 'Deep Learning', 'Speech Recognition', '']","['Udemy', 'YouTube', 'DeepLearning.ai', '', 'edX', 'Coursera', 'Harvard Online', 'MIT OpenCourseWare', 'Stanford Online']","['Udemy', '', 'GitHub', 'Stanford Online', 'DeepLearning.ai', 'edX', 'YouTube']","['Weka', 'OpenAI GPT', 'Google Cloud AI', 'Scikit-learn', 'DataRobot', 'TensorFlow']"
4a861a2b-b496-4023-b57b-7172d9d8a036,Mandarin,Master Degree,4,"['AI Planning and Optimization', 'AI Ethics', 'Cognitive Computing', 'Recommender Systems', 'Robotics', '', 'Expert Systems', 'Reinforcement Learning', 'Machine Learning', 'Neural Networks', 'Generative AI', 'AI in Healthcare', 'AI in Education', 'Speech Recognition', 'Deep Learning', 'Autonomous Vehicles', 'AI in Finance', 'Natural Language Processing', 'AI for Games']","['Udemy', 'Coursera', 'Kaggle', 'YouTube', 'Google AI', '', 'edX', 'DeepLearning.ai', 'Stanford Online']","['MIT OpenCourseWare', 'Udemy', '', 'Kaggle', 'YouTube']","['IBM Watson', 'BigML', '', 'Keras', 'Microsoft Azure AI', 'Scikit-learn', 'TensorFlow']"
4a9f2b56-7730-40f7-8799-8183d1c54f39,English,Undergraduate Degree,3,"['', 'Recommender Systems', 'AI Planning and Optimization', 'AI in Finance', 'AI Ethics', 'AI in Healthcare', 'AI for Games', 'Speech Recognition', 'AI in Education', 'Robotics', 'Deep Learning', 'Natural Language Processing', 'Cognitive Computing', 'Expert Systems', 'Computer Vision', 'Reinforcement Learning', 'Neural Networks', 'Generative AI']","['GitHub', 'edX', 'Google AI', 'Udemy', '', 'YouTube', 'Kaggle']","['', 'Harvard Online', 'edX', 'Udemy', 'Coursera', 'Stanford Online', 'Kaggle', 'MIT OpenCourseWare', 'Google AI', 'DeepLearning.ai', 'GitHub']","['DataRobot', 'Google Cloud AI']"
4aa60b74-95c8-4fab-97b4-db27ba5fd1f9,Spanish,Elementary,1,"['AI in Healthcare', 'Autonomous Vehicles', 'Reinforcement Learning', 'Natural Language Processing', 'Generative AI', 'AI in Education', 'Speech Recognition', 'AI Planning and Optimization', 'Neural Networks', 'Cognitive Computing', 'Recommender Systems', 'AI for Games']","['YouTube', 'Harvard Online']","['YouTube', 'Harvard Online', '', 'Kaggle']","['IBM Watson', 'RapidMiner', '', 'Weka', 'DataRobot', 'Microsoft Azure AI', 'Hugging Face Transformers', 'OpenAI GPT', 'PyTorch']"
4c16e748-485d-43a6-be31-e359f27efd60,Vietnamese,Undergraduate Degree,3,['Robotics'],"['Harvard Online', 'Google AI', 'MIT OpenCourseWare', 'YouTube', 'edX', 'Coursera', 'Stanford Online', 'GitHub']","['Google AI', 'edX', '', 'Stanford Online', 'Kaggle', 'GitHub', 'MIT OpenCourseWare', 'Coursera', 'Udemy', 'Harvard Online']","['PyTorch', 'Keras', 'RapidMiner', 'Google Cloud AI']"
4c9ca71e-55bc-48f1-a6c1-7c9393412389,Polish,Elementary,1,"['AI in Finance', 'Computer Vision', 'Expert Systems', 'Neural Networks', 'Robotics']","['Kaggle', 'DeepLearning.ai']","['Stanford Online', 'Harvard Online', 'MIT OpenCourseWare', 'edX', 'Udemy', 'GitHub', 'DeepLearning.ai', '', 'Coursera']","['BigML', 'RapidMiner', 'Keras', 'DataRobot', '', 'Microsoft Azure AI', 'PyTorch', 'TensorFlow', 'Scikit-learn', 'OpenCV', 'Hugging Face Transformers', 'Google Cloud AI']"
4eba6456-9ebe-4b3e-85e2-c21c86eefea7,German,High School,0,"['AI for Games', 'Computer Vision', 'AI in Finance', 'Autonomous Vehicles', 'AI Planning and Optimization', 'AI Ethics', 'Natural Language Processing', 'Machine Learning', 'Cognitive Computing', 'Reinforcement Learning', 'AI in Education', 'AI in Healthcare']",[''],"['Kaggle', 'Coursera', 'YouTube', 'edX']","['PyTorch', 'Microsoft Azure AI', 'OpenAI GPT', 'Amazon SageMaker', 'Scikit-learn', 'OpenCV', 'Hugging Face Transformers', 'DataRobot']"
4fcf0ae1-c110-4600-bcd3-2e5644a86ab3,Swedish,Middle School,1,"['AI Ethics', 'Deep Learning']","['Udemy', 'YouTube', '']","['MIT OpenCourseWare', 'YouTube', '']","['Weka', '', 'OpenAI GPT', 'Scikit-learn']"
51555eef-b9e6-4810-9a19-e77b7b19b230,Mandarin,Undergraduate Degree,3,"['Robotics', 'AI Planning and Optimization']","['Stanford Online', 'DeepLearning.ai', 'Google AI', 'Harvard Online', '', 'edX', 'YouTube', 'Coursera']",['Google AI'],"['Keras', 'Amazon SageMaker', 'Scikit-learn', 'Weka', 'RapidMiner', '', 'BigML', 'PyTorch']"
51f0820a-1c1e-4647-af3e-5c19b7681b5d,Vietnamese,Elementary,1,['Natural Language Processing'],"['Udemy', 'Harvard Online']","['', 'Google AI', 'Coursera', 'Harvard Online', 'DeepLearning.ai', 'Stanford Online']","['OpenCV', 'Google Cloud AI', 'Microsoft Azure AI', 'DataRobot', 'RapidMiner', 'Hugging Face Transformers', 'Weka', 'Keras', 'TensorFlow', 'BigML', 'Amazon SageMaker']"
523fd321-8e8a-4121-99f0-57ec78e4858d,Russian,,5,"['AI Planning and Optimization', 'Autonomous Vehicles', '', 'Computer Vision']","['Coursera', 'Harvard Online', 'Stanford Online', 'MIT OpenCourseWare', 'edX', 'DeepLearning.ai', 'Kaggle', 'GitHub', '', 'Google AI', 'Udemy']","['DeepLearning.ai', 'Coursera', 'YouTube', '']","['Keras', '', 'RapidMiner', 'IBM Watson', 'Scikit-learn', 'Google Cloud AI', 'OpenCV', 'PyTorch', 'OpenAI GPT']"
5291a9e1-308b-4c7e-bce2-d178de1eddbd,Portuguese,Undergraduate Degree,3,"['Computer Vision', 'Natural Language Processing', 'Generative AI', 'Machine Learning', 'Cognitive Computing', 'AI Ethics', 'AI in Finance', 'Speech Recognition', 'Neural Networks', 'Expert Systems', 'AI in Healthcare', 'Robotics', 'Recommender Systems', 'AI for Games', 'Deep Learning', 'Reinforcement Learning', 'AI Planning and Optimization']","['Harvard Online', 'Google AI', 'MIT OpenCourseWare', 'Udemy', 'Kaggle', 'Stanford Online', 'DeepLearning.ai']","['edX', 'DeepLearning.ai']","['RapidMiner', 'Google Cloud AI', '', 'TensorFlow', 'IBM Watson', 'Keras', 'OpenCV', 'OpenAI GPT', 'DataRobot', 'Hugging Face Transformers', 'PyTorch', 'Amazon SageMaker', 'Microsoft Azure AI']"
561bfae0-4a23-4eb2-a05c-d414cfd2e2f5,Hindi,Middle School,1,"['Cognitive Computing', 'Speech Recognition', 'Deep Learning', '', 'AI Planning and Optimization', 'AI for Games', 'Neural Networks', 'Recommender Systems', 'Computer Vision', 'Autonomous Vehicles']","['Google AI', 'Harvard Online', 'DeepLearning.ai']","['Harvard Online', 'Google AI', 'YouTube', 'edX', 'Kaggle', 'DeepLearning.ai', 'Udemy']",['BigML']
5657d073-b1fe-4f8a-99d2-6bb046b49664,Arabic,High School,0,['AI Ethics'],[''],"['Stanford Online', 'Coursera', 'GitHub', 'Udemy', 'Kaggle', 'YouTube', '', 'DeepLearning.ai', 'Google AI', 'Harvard Online', 'MIT OpenCourseWare']","['Scikit-learn', 'OpenAI GPT', 'Keras', 'Microsoft Azure AI', 'Google Cloud AI']"
59a6ebdc-0d0a-4687-8d39-621353203344,Swedish,Master Degree,4,"['Machine Learning', 'AI Ethics', 'AI in Finance', '', 'AI in Healthcare', 'Autonomous Vehicles', 'Neural Networks', 'Computer Vision', 'AI in Education', 'Cognitive Computing', 'Natural Language Processing', 'AI Planning and Optimization', 'Recommender Systems', 'Deep Learning', 'Robotics', 'Expert Systems', 'Reinforcement Learning']","['', 'YouTube', 'MIT OpenCourseWare', 'Udemy', 'Kaggle', 'Coursera', 'GitHub', 'Stanford Online', 'edX']","['DeepLearning.ai', 'Kaggle', 'Google AI']","['Google Cloud AI', 'PyTorch', 'TensorFlow', 'OpenCV', 'Microsoft Azure AI', 'Weka', 'BigML', 'IBM Watson', 'Keras', 'OpenAI GPT']"
59aacba4-8f72-4027-80ca-44f22fc5dd64,Spanish,Middle School,1,"['Deep Learning', 'Natural Language Processing', 'AI in Healthcare', 'Speech Recognition', 'Robotics']","['Coursera', 'MIT OpenCourseWare', 'YouTube']","['GitHub', 'Harvard Online', '', 'edX']","['Amazon SageMaker', 'Scikit-learn', 'PyTorch', 'Weka', 'DataRobot', 'Keras', 'IBM Watson', 'BigML', 'RapidMiner', 'TensorFlow', 'Google Cloud AI', 'OpenCV', '', 'Hugging Face Transformers', 'OpenAI GPT']"
59c3fe7e-c415-480a-a3c6-ba84c920bcb4,,,5,"['', 'Natural Language Processing', 'AI for Games', 'AI Planning and Optimization', 'Reinforcement Learning', 'AI in Finance', 'Cognitive Computing', 'AI in Healthcare', 'Neural Networks', 'AI Ethics', 'Machine Learning', 'Computer Vision', 'Generative AI', 'Robotics', 'Expert Systems', 'Deep Learning']","['MIT OpenCourseWare', 'Harvard Online', 'GitHub', 'Kaggle', 'Stanford Online', 'Coursera', 'edX', 'YouTube', 'Udemy', 'Google AI', 'DeepLearning.ai']","['GitHub', 'Harvard Online', 'DeepLearning.ai', 'Kaggle', 'Coursera', 'Stanford Online', 'Google AI']","['BigML', 'OpenAI GPT', '', 'IBM Watson', 'Weka', 'Google Cloud AI', 'PyTorch', 'DataRobot', 'Scikit-learn', 'Amazon SageMaker', 'RapidMiner', 'TensorFlow', 'Microsoft Azure AI', 'OpenCV', 'Keras']"
5a1e9850-15e7-44b1-b4d1-36fdef011de2,Polish,Middle School,1,"['Neural Networks', 'Computer Vision', 'Natural Language Processing', 'Deep Learning']","['Kaggle', 'Harvard Online', 'YouTube']","['Kaggle', '', 'Harvard Online', 'Udemy', 'Google AI', 'Coursera', 'Stanford Online', 'YouTube', 'DeepLearning.ai', 'GitHub', 'MIT OpenCourseWare']","['DataRobot', 'Microsoft Azure AI', 'TensorFlow', 'OpenCV', 'PyTorch', 'Weka', 'Google Cloud AI', 'OpenAI GPT', 'IBM Watson', 'Hugging Face Transformers', 'Scikit-learn', '', 'Amazon SageMaker', 'Keras']"
5a635672-e920-4cf3-80cd-4e3deb4b3004,Polish,Elementary,1,"['', 'Neural Networks', 'Generative AI', 'AI in Education', 'Autonomous Vehicles', 'Reinforcement Learning', 'AI Planning and Optimization', 'AI for Games', 'Computer Vision']","['Harvard Online', 'GitHub']","['', 'Harvard Online', 'Kaggle', 'Stanford Online', 'MIT OpenCourseWare', 'Udemy', 'GitHub', 'Coursera', 'YouTube', 'DeepLearning.ai']","['Amazon SageMaker', 'Keras', 'DataRobot', 'IBM Watson', 'Weka', 'PyTorch', 'Google Cloud AI', 'Microsoft Azure AI', 'OpenCV', 'TensorFlow']"
5bff33d0-872d-4579-80e4-eebca40cc70c,Dutch,Elementary,1,"['AI for Games', 'Cognitive Computing', '', 'Deep Learning', 'Robotics', 'Speech Recognition', 'Natural Language Processing', 'Expert Systems', 'Generative AI', 'Recommender Systems', 'Computer Vision', 'AI in Healthcare', 'Reinforcement Learning', 'AI in Finance', 'Machine Learning', 'AI in Education', 'Autonomous Vehicles', 'AI Planning and Optimization']","['MIT OpenCourseWare', 'Coursera']","['MIT OpenCourseWare', 'Coursera', '', 'YouTube', 'GitHub', 'Stanford Online', 'DeepLearning.ai', 'Google AI', 'Harvard Online']","['IBM Watson', 'Google Cloud AI', 'Scikit-learn', '', 'TensorFlow', 'DataRobot', 'RapidMiner', 'Amazon SageMaker', 'Keras', 'PyTorch', 'OpenAI GPT', 'Weka', 'OpenCV', 'Hugging Face Transformers']"
5d5c2f42-def6-4c87-a7cb-a9dae91092a7,German,Middle School,1,"['Reinforcement Learning', 'Computer Vision', 'Machine Learning', 'Autonomous Vehicles', 'AI in Healthcare', 'AI in Education', 'Deep Learning', 'AI Planning and Optimization', 'AI in Finance', 'Generative AI']","['Kaggle', 'Google AI', 'DeepLearning.ai']",[''],"['RapidMiner', 'Hugging Face Transformers', 'TensorFlow', 'Microsoft Azure AI', 'Keras', '', 'IBM Watson', 'Google Cloud AI', 'Scikit-learn', 'Amazon SageMaker', 'OpenCV']"
5e4f33d1-d11b-488b-9f1f-33eb0f484ed0,Polish,Middle School,2,['Computer Vision'],"['Kaggle', 'MIT OpenCourseWare', 'YouTube', 'Harvard Online']","['', 'Harvard Online', 'YouTube', 'edX', 'Stanford Online', 'Kaggle', 'Google AI', 'MIT OpenCourseWare', 'Coursera']","['Weka', 'Microsoft Azure AI', 'DataRobot', 'IBM Watson', '', 'TensorFlow', 'Amazon SageMaker']"
5f7d9f5f-6bd2-4e99-9795-c8eede5a093e,Mandarin,Undergraduate Degree,3,"['Neural Networks', 'Computer Vision', 'Autonomous Vehicles', 'Natural Language Processing', 'Cognitive Computing', 'AI in Education']","['MIT OpenCourseWare', 'Kaggle', 'edX', 'YouTube', 'DeepLearning.ai', '', 'Stanford Online']","['DeepLearning.ai', 'Udemy', 'Harvard Online', 'Kaggle', 'YouTube', 'GitHub']",['Amazon SageMaker']
628c6830-ed41-42c4-8b96-ba2b72a784c7,Japanese,,5,"['Deep Learning', 'Machine Learning', 'AI in Healthcare', 'AI in Finance', 'Speech Recognition']","['Kaggle', 'Udemy', 'YouTube', 'DeepLearning.ai', 'edX', 'Google AI', 'Coursera', 'Stanford Online', 'MIT OpenCourseWare', 'GitHub', 'Harvard Online']","['', 'YouTube', 'Coursera']","['RapidMiner', '', 'Scikit-learn', 'Hugging Face Transformers']"
6a52eeb4-4f80-4072-870d-9334323616ac,Hindi,Elementary,1,"['Speech Recognition', 'AI in Healthcare', 'Expert Systems', 'AI Planning and Optimization', 'Machine Learning', 'AI Ethics', 'AI in Finance', 'Recommender Systems', 'AI in Education', 'Neural Networks', 'Deep Learning', 'Cognitive Computing']","['Kaggle', '']","['Coursera', 'Kaggle', 'YouTube', 'Harvard Online', 'MIT OpenCourseWare', 'DeepLearning.ai', 'Udemy', 'GitHub', 'edX', 'Google AI']","['RapidMiner', 'PyTorch', '', 'Keras', 'DataRobot', 'Hugging Face Transformers', 'IBM Watson', 'OpenCV', 'OpenAI GPT', 'TensorFlow', 'Amazon SageMaker']"
6b381382-405a-465c-a002-0a7fc096dc77,Arabic,High School,0,"['Deep Learning', 'Recommender Systems', 'Generative AI', 'AI Planning and Optimization', 'Speech Recognition', 'AI in Education', 'Reinforcement Learning', 'Cognitive Computing', 'Machine Learning', 'Neural Networks', '']",[''],"['GitHub', 'Google AI', 'YouTube', 'DeepLearning.ai', 'Stanford Online', 'Kaggle', 'Harvard Online', 'Udemy']","['PyTorch', 'DataRobot', 'Weka', 'IBM Watson', 'Scikit-learn', 'Microsoft Azure AI', 'Amazon SageMaker', 'Hugging Face Transformers', 'BigML', '', 'TensorFlow', 'Google Cloud AI', 'OpenCV', 'OpenAI GPT', 'Keras']"
6fbd02bd-b10b-47a1-a2a9-47e98eef49d4,,Master Degree,4,"['AI for Games', 'AI Ethics', 'Generative AI', '', 'Expert Systems', 'AI in Finance', 'AI Planning and Optimization', 'Neural Networks', 'Reinforcement Learning']","['Coursera', 'MIT OpenCourseWare', 'GitHub', 'YouTube', 'Kaggle', 'DeepLearning.ai', 'Udemy', 'Harvard Online', 'edX']","['MIT OpenCourseWare', '', 'Harvard Online', 'Google AI', 'Kaggle', 'GitHub', 'DeepLearning.ai', 'Coursera', 'Stanford Online', 'edX']","['RapidMiner', 'Scikit-learn', 'PyTorch', 'DataRobot', 'BigML', 'OpenAI GPT', 'OpenCV', 'Microsoft Azure AI', 'Google Cloud AI', 'IBM Watson', 'Keras', 'Weka', 'Amazon SageMaker', '', 'TensorFlow']"
70719649-bf73-4f71-9828-6846cb47e2c0,German,Undergraduate Degree,3,"['Autonomous Vehicles', 'AI Planning and Optimization', 'Natural Language Processing', 'AI in Finance', 'Computer Vision']","['Stanford Online', 'GitHub', 'Udemy', 'Coursera', 'Harvard Online', 'edX', 'YouTube']","['Stanford Online', 'Harvard Online', 'MIT OpenCourseWare', 'Coursera', 'DeepLearning.ai', 'GitHub']","['Google Cloud AI', 'RapidMiner', 'DataRobot', 'Keras', 'Amazon SageMaker', 'PyTorch', 'BigML', 'TensorFlow', 'Hugging Face Transformers', '', 'Weka']"
70c668e5-01b6-41c1-b276-7a58633d508c,Japanese,High School,0,"['Speech Recognition', 'AI Planning and Optimization', 'Reinforcement Learning', 'Recommender Systems', 'Cognitive Computing', 'Computer Vision', 'Robotics', 'Expert Systems']",[''],"['edX', 'DeepLearning.ai', 'Google AI', 'GitHub', 'Coursera', 'Stanford Online']","['Scikit-learn', 'Microsoft Azure AI', 'Keras', 'BigML', 'OpenAI GPT', 'PyTorch', 'Amazon SageMaker', 'TensorFlow', '', 'Weka', 'Google Cloud AI', 'Hugging Face Transformers', 'DataRobot', 'OpenCV', 'RapidMiner']"
72950d45-48b3-4b82-bf08-a0c06f4ddd45,Vietnamese,Master Degree,4,"['Natural Language Processing', 'AI for Games']","['Kaggle', 'GitHub', 'Stanford Online', 'edX', 'MIT OpenCourseWare', 'Google AI', 'DeepLearning.ai', 'Harvard Online', 'Coursera']","['Stanford Online', 'Coursera', '', 'MIT OpenCourseWare', 'GitHub', 'DeepLearning.ai', 'edX', 'Google AI', 'Harvard Online', 'YouTube']","['OpenAI GPT', 'BigML', 'Weka', 'Amazon SageMaker', 'RapidMiner', 'OpenCV', 'Google Cloud AI']"
72e02b32-f81d-4119-914d-ef334602b276,Spanish,High School,0,"['Recommender Systems', 'AI Ethics', 'Machine Learning', 'Robotics', 'AI in Education', 'AI in Finance', 'AI for Games', 'Expert Systems', 'Natural Language Processing', 'Reinforcement Learning', 'Computer Vision']",['MIT OpenCourseWare'],"['Udemy', 'Kaggle', 'Google AI', 'edX', 'Coursera', 'GitHub', 'DeepLearning.ai']","['DataRobot', 'RapidMiner', 'PyTorch', 'OpenCV', 'Scikit-learn', 'IBM Watson', 'TensorFlow', 'Hugging Face Transformers', 'Microsoft Azure AI', '', 'OpenAI GPT']"
72eaf143-19f3-4bb3-9525-87ebc1b0547a,Arabic,Undergraduate Degree,3,"['Machine Learning', 'Recommender Systems', 'Speech Recognition', 'AI for Games', 'Reinforcement Learning', 'AI in Education', 'Cognitive Computing', 'AI Planning and Optimization', 'Neural Networks', '', 'AI Ethics', 'AI in Finance', 'Computer Vision', 'AI in Healthcare', 'Generative AI', 'Autonomous Vehicles', 'Natural Language Processing']","['Kaggle', 'Udemy', 'Stanford Online', 'DeepLearning.ai', 'Harvard Online', 'MIT OpenCourseWare', 'YouTube', '']","['Google AI', 'Udemy', 'Kaggle']","['PyTorch', 'Weka', 'Scikit-learn', 'Amazon SageMaker', 'RapidMiner', 'OpenAI GPT', 'OpenCV', 'BigML']"
731f6e84-ec79-4c53-bbf2-ae130a002b9d,Turkish,Undergraduate Degree,3,"['Cognitive Computing', 'Expert Systems', 'AI in Healthcare', 'Generative AI', 'Computer Vision', 'Speech Recognition', 'Autonomous Vehicles', 'AI in Education', 'AI in Finance', 'Deep Learning', 'Robotics', 'Neural Networks', 'Machine Learning', '', 'Recommender Systems', 'AI Ethics', 'Natural Language Processing', 'AI for Games', 'Reinforcement Learning']","['Kaggle', 'MIT OpenCourseWare', 'Stanford Online', 'YouTube', 'edX', '', 'GitHub', 'DeepLearning.ai']","['Stanford Online', 'edX', 'Kaggle', 'YouTube', 'Google AI', 'GitHub', 'MIT OpenCourseWare', 'Udemy', 'Coursera', '']","['Scikit-learn', 'IBM Watson', '', 'BigML', 'OpenCV', 'PyTorch', 'Hugging Face Transformers', 'Google Cloud AI', 'Microsoft Azure AI', 'TensorFlow', 'Amazon SageMaker', 'RapidMiner']"
734a9fde-a497-454c-9923-27570379e601,Swedish,Undergraduate Degree,3,"['Recommender Systems', '']","['DeepLearning.ai', 'Coursera', 'Google AI', '', 'Udemy', 'YouTube', 'Stanford Online', 'GitHub']","['DeepLearning.ai', '', 'Google AI', 'Kaggle', 'Coursera', 'Harvard Online', 'YouTube', 'MIT OpenCourseWare', 'edX', 'Udemy', 'Stanford Online']","['TensorFlow', 'PyTorch', 'IBM Watson', 'RapidMiner', '', 'OpenAI GPT']"
735aa551-0d4c-46f3-9b43-a551260daea2,Portuguese,Undergraduate Degree,3,"['Autonomous Vehicles', 'AI Ethics', 'AI in Healthcare', 'Computer Vision', 'Generative AI', '', 'Reinforcement Learning', 'Robotics', 'Speech Recognition', 'AI for Games']","['edX', 'MIT OpenCourseWare', 'Kaggle', 'GitHub', 'DeepLearning.ai', 'Google AI', 'Coursera']","['edX', '', 'Coursera', 'GitHub', 'Stanford Online']","['Keras', 'RapidMiner', 'Hugging Face Transformers', 'DataRobot', 'Weka', 'PyTorch', 'Microsoft Azure AI', 'BigML', '', 'TensorFlow', 'Scikit-learn', 'Amazon SageMaker']"
7440b0a9-03bc-4d64-9f7d-7c440b382c53,Vietnamese,University,2,"['Generative AI', 'Natural Language Processing', 'AI in Finance', 'Speech Recognition', 'Recommender Systems']","['Harvard Online', 'Stanford Online', '', 'edX', 'Google AI', 'MIT OpenCourseWare']","['Harvard Online', 'YouTube', 'Coursera']","['Google Cloud AI', 'OpenAI GPT', 'DataRobot', 'Amazon SageMaker']"
